Age,Annual_Income,Monthly_Spending,Credit_Score,Savings,Loan_Amount,Years_Employed,Purchases_Per_Year,Website_Visits_Per_Month,Spending_Score
22,45972.68,1490.81,564.25,43507.72,75085.96,0,12.77,11.55,62.08
35,63105.48,2469.43,715.68,64279.43,153864.21,11,16.55,17.68,29.16
45,69195.53,2238.59,664.61,57621.91,38298.55,24,12.28,17.94,44.23
59,104002.49,3073.15,757.55,69419.23,248795.97,40,25.25,29.15,47.4
39,50238.92,2031.83,597.23,56306.9,172017.47,17,20.31,16.21,61.67
38,27658.72,1254.25,567.32,14703.84,91987.51,10,18.94,23.31,66.3
23,86826.83,1610.1,683.95,94440.18,103069.26,0,5.09,13.58,52.48
18,44999.28,1599.49,661.74,500.0,110769.73,0,24.24,36.78,81.0
22,53491.41,1000.0,682.14,500.0,97953.58,0,16.18,23.41,52.41
58,39880.51,1000.0,641.27,36812.42,115717.46,35,14.22,24.35,39.61
29,53543.33,1170.49,714.98,30598.12,108645.93,11,14.84,25.35,71.13
43,44872.95,2013.18,678.31,33113.22,25851.56,23,7.88,7.23,44.65
63,72175.95,2230.71,675.68,83914.54,82527.27,34,19.02,14.51,39.24
51,61454.25,1317.73,714.7,43632.35,181608.89,30,24.21,26.95,64.2
66,47741.01,1000.0,693.23,18234.74,23479.45,40,15.54,14.11,37.69
31,77925.7,3364.27,770.41,65043.1,319019.63,3,12.22,17.48,56.87
43,64589.94,1587.55,733.78,59156.44,246804.75,20,8.83,10.84,63.55
62,26771.13,1000.0,573.54,10227.03,107598.92,41,11.21,14.92,45.22
44,76554.66,3146.3,700.5,42884.39,67710.82,26,13.94,16.44,64.66
26,63327.62,2067.44,679.43,63860.92,159162.57,1,19.85,22.53,59.06
43,85033.18,1540.9,723.67,50968.73,179362.42,15,25.36,16.86,35.29
64,62230.51,1652.24,731.84,38383.58,175528.38,45,18.57,11.59,59.22
39,45749.23,1987.39,645.65,33571.99,63764.84,11,14.15,14.44,68.45
64,56322.68,2395.97,706.04,40300.56,141558.33,36,14.97,16.08,52.59
47,74470.55,1104.92,658.22,50503.51,55422.67,22,17.8,25.85,46.17
60,46126.73,1000.0,618.29,29106.78,39874.42,37,8.81,13.33,48.24
65,52074.66,1000.0,610.09,60520.7,221428.51,40,18.22,18.97,41.39
34,56009.61,1696.74,594.87,41631.85,226132.77,11,10.2,10.89,66.15
43,39311.31,1474.15,631.43,28684.6,120127.16,21,19.51,21.26,54.73
53,46386.18,1036.8,591.26,36096.06,163333.15,31,12.82,12.83,51.76
18,63105.9,2383.29,672.53,27333.07,83977.41,0,20.46,13.41,54.0
25,81644.6,2840.46,701.22,75037.22,237319.49,0,10.8,17.91,63.92
66,65708.65,2416.37,678.79,41850.56,149818.63,38,20.69,17.01,37.86
52,59174.5,2610.08,704.02,16312.41,131652.54,27,22.73,18.79,80.21
69,45037.13,1200.41,592.06,17500.48,115383.42,45,8.1,3.57,43.83
32,79712.89,1906.65,718.72,76075.47,274781.33,7,17.4,19.09,55.3
64,67803.1,2393.1,727.19,70493.43,216110.56,35,18.45,26.47,36.89
39,47278.86,1863.67,672.51,52959.65,188838.09,14,16.65,8.11,71.24
31,76175.67,1438.31,710.8,44053.22,214475.35,7,15.92,8.11,57.65
43,70072.39,2853.81,723.51,80276.46,119416.88,24,14.43,17.12,59.18
45,45356.45,1000.0,672.85,24873.63,17093.62,17,15.8,17.39,43.27
40,58175.19,1000.0,626.97,50763.3,261057.97,14,17.58,14.94,67.72
31,51130.09,1000.0,621.27,20125.91,106889.18,7,11.98,10.62,43.23
41,107403.68,4846.29,805.39,19221.87,371087.83,12,16.62,18.09,61.86
19,69571.41,2083.82,728.82,72332.99,119499.47,0,23.01,11.62,52.13
62,63361.72,1000.0,698.49,74051.67,213246.47,39,16.87,10.29,33.48
43,68507.94,3133.5,708.43,62695.69,244699.79,17,5.49,3.8,40.2
31,84824.93,3166.55,708.21,47906.64,184740.12,13,24.57,20.25,41.72
68,58499.16,2365.33,714.69,58613.49,115682.17,40,12.86,12.19,44.54
24,49381.63,1000.0,625.69,24753.97,91883.1,5,15.27,2.69,71.69
20,75197.1,1204.28,713.6,34634.36,67045.7,2,19.39,12.07,76.54
64,56851.0,1686.74,679.34,66648.76,137490.61,37,8.27,13.67,73.65
40,40741.88,1557.94,711.01,30149.81,61366.96,11,12.63,16.38,46.4
63,37235.64,1257.05,582.86,47427.96,165284.98,43,20.31,23.54,47.84
60,87527.34,2935.26,731.49,59667.59,311721.23,32,24.2,24.56,54.09
64,62369.6,2353.61,670.25,89553.62,203905.27,42,14.79,14.82,26.79
62,49387.79,1000.0,700.41,37860.79,14654.93,44,18.52,13.09,41.44
35,55781.97,1927.3,674.06,41523.43,47926.07,14,19.82,13.94,45.67
55,74534.0,1905.86,740.52,68086.43,246744.58,30,21.44,15.76,39.84
52,54718.7,1000.0,700.46,55611.38,199654.94,29,9.74,15.93,42.11
68,33910.44,1000.0,652.47,33978.97,54560.23,45,21.6,22.76,31.48
32,65865.14,2566.55,667.46,32238.72,145218.01,3,14.27,10.16,52.14
42,81750.26,3463.3,768.78,76644.07,129851.83,24,18.72,20.0,32.23
54,80546.36,1766.17,793.51,51390.88,264832.96,34,16.3,19.55,41.32
45,49932.06,1000.0,659.06,50851.73,128968.8,18,16.14,18.86,29.57
27,82845.11,1109.36,711.68,101640.05,43762.78,2,13.96,19.25,65.32
56,63833.1,2814.4,645.84,9786.76,172001.37,28,15.26,15.93,71.77
34,82340.65,2906.23,767.35,55607.08,20454.3,6,19.15,17.09,46.15
56,70326.37,3122.56,659.1,39166.76,216161.1,31,23.16,21.58,40.59
39,32611.26,1346.68,561.25,20153.23,110377.35,19,18.78,23.22,59.59
43,91441.3,2180.77,752.28,87877.04,310493.35,19,24.92,26.24,46.1
61,60932.11,1000.0,695.42,14963.07,178334.35,32,20.44,19.78,34.58
42,70382.29,2050.6,737.41,35418.12,21267.66,22,26.27,29.13,33.45
34,35807.2,1000.0,575.47,51840.89,154763.8,13,12.13,22.78,34.81
30,69095.88,1208.99,648.94,59740.25,250644.68,4,16.12,29.08,66.07
37,79852.7,1619.5,776.29,45999.83,234217.55,16,16.99,29.62,65.98
42,94835.77,3289.68,814.91,51047.05,113760.71,22,19.18,34.5,45.33
21,85207.2,2513.26,776.74,17763.08,64220.72,0,11.34,19.68,56.89
27,69976.04,1580.1,726.82,37852.3,104405.48,3,18.32,4.46,68.78
20,32201.21,1008.72,578.73,21688.62,36117.14,0,15.7,17.05,37.76
58,62380.91,1040.1,679.15,38404.88,2704.19,37,14.95,8.13,50.15
62,49334.83,1859.44,651.42,42866.13,90892.38,37,6.15,17.68,21.99
35,64229.6,2327.33,654.76,3143.8,257119.04,14,16.53,15.01,48.85
64,38106.14,1000.0,631.57,8093.62,117641.05,45,7.34,12.37,52.69
53,56217.0,1839.03,674.02,14388.35,107902.04,26,17.76,16.7,65.96
64,50690.7,1484.06,645.98,31724.73,35029.23,41,15.67,24.96,54.41
39,50133.01,1000.0,691.46,13855.84,241495.04,20,16.1,10.34,23.6
51,50311.75,1095.38,646.39,61221.87,90910.93,31,9.73,15.34,32.94
64,57554.62,2636.93,702.35,23917.46,250413.2,45,22.06,15.23,46.26
25,65151.51,1030.56,641.96,24424.63,207318.82,3,17.37,6.48,56.35
57,15027.12,1000.0,582.89,10356.85,1000.0,31,6.93,10.79,46.44
66,17224.21,1000.0,578.86,13292.12,24787.46,45,14.62,9.11,37.54
61,53903.56,1214.0,758.99,77287.24,131222.32,32,15.88,8.64,59.26
36,56440.16,1195.98,741.36,61583.74,77663.4,12,24.83,14.53,55.35
59,63404.0,2675.21,732.35,13491.1,139976.18,37,13.58,12.56,33.02
58,46901.9,1062.84,616.46,37239.85,233185.49,39,8.45,15.58,37.63
54,60170.37,2058.82,640.67,64807.52,173651.97,29,17.46,9.92,81.54
23,62277.42,2315.29,654.21,75589.69,219889.66,0,21.29,25.31,70.72
69,46777.95,1814.39,663.26,35039.34,134232.86,45,26.29,20.71,61.33
43,78242.2,3572.43,792.97,33152.12,282305.54,22,34.92,24.12,61.35
51,63185.75,2481.5,635.07,54673.57,268764.56,30,8.56,17.06,33.88
62,69845.3,2402.71,671.58,49009.55,217766.57,43,16.31,21.24,46.32
23,61239.22,2593.41,685.22,46652.95,16878.64,3,9.9,16.0,42.65
54,97866.12,4178.05,742.5,105159.57,308379.08,30,18.55,19.14,47.93
50,70735.15,3178.76,693.18,17704.93,46407.71,30,29.46,20.26,43.23
39,51216.12,1965.79,709.66,58035.62,54957.25,17,11.02,18.93,55.18
38,74777.4,1420.59,756.8,84452.5,68692.57,11,17.37,17.3,42.08
23,30523.11,1103.72,628.9,47616.14,19282.74,0,10.15,12.78,42.61
23,62152.8,1000.0,642.16,63914.96,111413.87,0,11.2,14.8,56.38
65,65744.89,1518.63,618.67,66652.7,88489.13,44,25.54,27.83,74.28
21,62358.37,1020.2,667.77,3259.54,134654.97,0,8.54,2.84,37.69
47,53991.98,2384.54,557.23,61982.45,50162.43,27,14.99,15.28,40.74
28,41779.08,1000.0,645.7,20893.89,67711.58,4,14.62,12.96,52.35
47,45791.75,1661.04,671.01,500.0,137731.49,23,14.41,22.51,42.98
48,61837.35,1950.59,650.16,24772.76,239428.22,27,14.61,23.9,22.22
41,39956.65,1000.0,646.06,44503.57,46188.62,22,22.07,21.91,71.99
26,91863.02,2867.18,801.54,65504.8,281437.23,0,8.63,4.47,36.88
20,15000.0,1000.0,494.55,8477.01,32798.79,0,13.68,11.62,56.37
68,54178.12,2269.19,644.54,32849.5,54854.52,45,17.82,4.85,55.95
48,61987.01,1000.0,664.91,19623.12,198279.88,30,17.63,22.42,36.66
57,69133.58,1545.44,749.38,37752.87,252684.04,38,12.76,11.07,49.94
54,43513.35,1548.12,663.5,18932.25,143800.45,27,20.38,25.32,57.87
53,80417.31,1097.24,767.01,13258.68,114793.43,27,23.82,18.87,27.08
41,34911.04,1000.0,579.48,31889.77,1000.0,12,9.16,10.43,45.33
48,49809.69,1000.0,710.89,23335.37,63694.01,23,8.99,9.41,51.26
23,71173.46,2477.61,721.67,74856.71,108797.88,0,10.16,4.13,62.19
19,78723.39,1734.44,758.47,61174.68,123668.37,0,19.0,10.16,33.81
37,34727.98,1128.19,682.06,34091.32,33156.0,19,13.71,24.47,51.14
45,107610.66,4807.86,850.0,48510.07,164777.79,26,18.96,14.47,61.98
28,43845.15,1707.39,626.15,17672.16,131672.74,7,24.79,26.09,59.6
21,36380.72,1000.0,586.73,31069.02,56050.4,1,11.33,26.09,60.28
32,69048.87,1950.4,629.12,67051.18,67647.34,14,17.84,15.42,61.01
23,53730.72,1031.05,590.7,31507.58,88336.27,0,14.4,17.38,41.52
66,51071.06,1000.0,691.72,33863.07,165832.88,42,24.92,23.89,61.24
47,70721.59,1566.99,623.25,91250.08,183568.14,26,7.12,11.66,54.81
55,32508.68,1000.0,643.03,5437.54,40968.19,26,11.7,15.64,40.54
68,29361.58,1000.0,624.24,19554.06,38472.08,39,16.01,10.21,45.37
19,49246.38,2165.31,608.81,6227.71,69763.37,0,13.81,7.44,62.57
32,79402.23,3501.25,746.38,59636.15,215929.79,4,11.42,12.82,65.19
28,50027.0,1000.0,676.01,39391.97,121857.64,7,15.89,23.12,49.99
25,88784.82,2928.85,770.49,50739.99,1841.47,7,10.77,17.14,55.24
43,81618.27,1135.45,800.26,8453.96,56317.39,16,21.51,12.98,68.49
68,65093.03,2219.85,632.63,52561.33,93132.77,45,14.44,17.99,39.45
62,66115.03,1085.84,721.03,43487.33,69831.46,44,13.7,15.86,64.72
61,65076.05,2866.39,667.83,33529.07,234306.99,43,21.74,20.91,39.11
22,62874.92,2597.44,610.41,17323.92,46673.07,1,11.27,13.5,49.15
23,53407.65,1000.0,608.01,23269.91,217704.2,5,7.63,11.88,58.76
43,55496.62,2140.56,642.89,45772.02,148885.28,24,11.0,12.55,62.24
21,40740.72,1372.82,623.27,17129.57,85431.38,0,24.31,19.03,59.11
36,20219.23,1000.0,520.11,20274.92,57691.14,12,7.0,8.79,25.3
37,79873.27,2602.9,716.85,56433.3,157680.88,18,19.81,9.63,50.04
50,62830.65,2205.88,670.67,77587.96,166371.89,25,20.5,21.96,48.0
37,60111.8,2523.61,640.76,77560.44,78578.97,13,11.31,15.41,47.45
66,67172.08,2557.82,676.02,40587.99,52657.95,40,12.02,21.7,59.6
29,45088.85,1428.38,661.05,13824.55,87400.68,6,15.41,18.85,38.41
64,41980.88,1678.7,700.15,19611.42,40159.82,43,15.32,14.77,45.5
18,54893.68,2492.03,674.06,58206.49,69182.64,0,22.23,22.99,54.17
43,84625.77,1904.59,759.8,94490.23,316610.35,22,14.62,13.64,46.69
31,38962.66,1000.0,613.27,28641.09,135614.69,7,12.01,10.05,39.14
55,15000.0,1000.0,527.41,8678.51,93313.1,29,25.69,11.03,54.83
54,50614.78,2283.73,677.75,20874.89,134115.75,34,6.1,11.21,39.71
28,80568.6,1320.54,785.95,67158.1,78982.95,8,8.07,13.14,41.03
53,28814.21,1000.0,534.17,10153.21,36927.97,34,5.97,15.65,38.57
30,38754.9,1000.0,662.99,49963.72,151270.5,12,19.38,25.79,46.3
60,64743.84,2485.15,767.38,3458.35,232295.52,42,14.28,16.73,35.18
20,106258.33,4688.5,773.43,76297.16,181722.8,0,18.43,11.67,45.01
50,35552.19,1035.75,648.09,21208.19,79952.62,26,8.73,5.1,28.15
23,34855.19,1000.0,678.16,10264.85,136194.72,0,18.08,18.76,74.87
67,66096.57,2826.11,730.5,67238.67,189334.14,41,9.77,16.33,46.17
27,81684.14,1384.24,737.13,37083.68,320543.63,8,15.26,20.48,50.78
22,48766.22,2058.88,681.35,9691.75,87606.84,0,10.25,10.0,62.9
40,30814.91,1000.0,555.88,1298.99,54350.23,22,1.0,1.0,47.64
27,67807.49,2111.99,689.36,25542.96,143463.23,8,14.39,9.04,59.08
61,71067.15,2139.81,680.23,36823.28,201244.15,38,16.81,7.1,49.62
19,92015.79,3039.52,715.42,24900.23,364497.71,0,15.32,17.4,74.33
30,71825.05,3153.41,717.34,15969.6,234544.59,8,15.84,14.77,82.77
57,74905.19,3311.13,738.4,53001.7,65592.37,32,16.28,14.9,70.43
19,55281.39,2222.58,695.65,43632.95,30670.46,0,14.86,17.79,16.0
37,103947.08,1963.02,610.31,79983.12,275570.18,9,15.12,13.79,43.26
18,52833.44,1247.78,666.72,47168.88,142192.83,0,9.73,21.43,44.62
54,48985.4,1408.86,650.5,52675.93,27136.98,36,15.13,14.64,64.0
26,92571.27,3951.13,728.63,90385.23,273325.7,2,11.88,4.67,46.02
34,33463.73,1000.0,580.39,4947.12,104689.32,11,12.28,1.0,45.93
26,26746.65,1205.77,614.18,10687.84,109924.49,1,20.85,22.27,48.68
28,62152.02,2815.16,690.84,40169.61,117468.49,0,16.02,19.39,48.34
32,59968.74,1946.15,679.11,36633.43,110480.57,7,6.86,12.88,47.68
41,55898.02,2333.73,707.88,57944.6,56988.0,22,16.49,9.99,57.3
55,77890.74,3567.97,837.84,65798.84,252679.78,30,21.88,15.89,49.33
52,43652.29,1782.06,620.04,38235.53,164672.42,29,10.39,20.65,44.68
47,61155.01,2103.55,694.57,40365.62,85295.04,21,14.62,14.31,43.04
48,53518.09,2176.64,620.43,36816.11,114366.82,19,10.96,9.58,49.99
66,43958.07,1000.0,728.39,50265.67,69531.55,42,12.08,20.38,22.48
22,58886.88,1982.17,652.37,62380.1,175222.34,3,12.56,8.65,30.97
61,75346.72,1485.64,644.69,62923.18,75545.26,36,19.71,16.72,36.7
67,98170.23,1606.93,822.49,73460.6,110649.21,41,28.11,30.86,58.63
31,70429.54,2976.52,638.83,32128.32,59708.06,7,17.33,23.76,32.24
28,15000.0,1000.0,603.28,8435.08,62711.75,7,3.79,14.41,58.79
26,59313.48,1222.94,704.46,10460.46,93713.7,0,28.58,28.7,58.92
51,60896.45,1546.33,636.43,26549.51,27332.54,30,19.0,28.39,36.81
29,76851.76,3453.91,760.73,74628.64,51922.68,0,21.62,24.84,60.41
52,63326.59,2611.55,674.96,25348.86,120451.75,31,16.01,17.86,37.36
52,82555.6,1074.82,766.87,31373.74,209967.72,26,19.42,18.65,50.11
18,67050.07,3027.98,643.49,50482.56,81175.29,0,15.0,13.98,47.1
57,88058.37,2182.47,703.75,70534.72,172866.18,36,23.32,15.13,62.68
39,52102.57,1859.05,670.61,40374.81,169094.75,14,12.82,2.91,59.09
46,62598.18,2269.55,772.57,38788.07,231776.04,21,18.71,22.86,62.64
25,74879.55,3211.54,695.61,91843.06,106136.65,1,22.33,20.13,70.1
28,49700.51,2087.52,616.67,39987.9,50636.75,1,21.2,15.55,63.12
58,45779.77,1002.16,622.1,72220.66,144221.24,35,19.74,28.97,52.7
54,48671.66,1652.46,586.46,40364.03,134501.25,29,9.75,17.81,23.7
31,46514.12,1191.86,664.42,42209.15,186411.83,7,22.52,19.98,54.75
47,69406.11,2083.44,748.81,43289.88,263224.92,25,20.26,22.03,26.63
52,26973.46,1000.0,602.62,500.0,44710.48,23,14.23,14.82,32.68
38,31992.54,1000.0,588.34,28259.15,16967.67,17,15.3,13.89,59.66
54,93529.44,2615.38,734.47,29364.67,22229.05,25,18.56,24.24,35.05
22,46948.26,1000.0,733.69,26276.84,170566.33,3,12.36,15.0,57.26
36,63600.27,2083.22,652.22,72315.45,167934.36,8,14.52,8.92,48.1
31,33195.36,1254.74,559.93,25434.44,115392.28,6,19.76,20.65,50.96
43,61694.24,1654.93,604.45,75798.81,130166.66,17,16.57,19.77,45.93
21,47057.88,2121.81,577.19,42936.52,160544.57,0,16.11,24.77,59.23
42,31864.39,1000.0,611.33,8921.39,86270.39,21,13.49,15.89,45.27
62,84064.57,2701.73,732.99,22868.75,100832.21,40,15.07,15.84,41.51
59,81286.18,2597.37,704.98,85320.84,183996.94,40,7.39,12.75,48.8
42,58067.61,1000.0,638.3,30429.83,67834.02,18,19.65,13.49,50.57
35,77989.54,1558.67,710.85,28902.74,268687.71,13,21.11,33.4,39.44
57,94259.27,4023.43,752.88,105271.48,156647.06,34,19.37,28.38,48.05
25,73573.37,2255.06,783.84,23952.24,155918.99,4,11.91,18.18,35.45
56,68634.24,1856.29,689.16,70434.18,254766.55,31,25.97,24.76,51.98
57,63581.09,1675.35,697.3,22175.9,150211.89,32,14.65,8.37,61.95
31,71690.95,3018.57,717.74,23012.56,134559.17,2,18.41,18.03,41.45
49,53449.45,1322.04,664.54,500.0,55144.52,27,11.83,15.77,57.49
68,55020.55,2263.48,648.38,9822.6,47693.05,39,8.75,6.0,50.68
55,68116.04,1553.48,683.01,38001.99,256365.25,32,19.76,16.1,31.23
50,51470.43,1555.27,683.35,27165.0,170728.46,30,7.64,7.93,46.8
40,53415.61,1000.0,670.13,47298.48,112327.13,22,16.49,13.41,64.65
32,60003.36,2400.2,645.88,58587.52,103079.65,6,17.16,25.44,44.9
50,80710.94,2988.93,613.44,49426.49,248393.4,24,12.47,12.9,39.83
42,39612.05,1195.09,591.52,32710.46,102950.54,22,7.48,16.99,36.66
34,73665.21,1000.0,659.78,99763.23,92753.42,13,13.51,12.03,53.27
50,74252.34,2119.3,681.21,38105.11,75971.9,26,14.29,13.27,28.77
64,74144.62,1483.38,662.94,37871.48,119413.92,45,9.77,12.07,29.93
19,45478.57,1195.14,688.62,28830.38,99290.51,0,8.92,12.28,40.25
31,29531.73,1212.21,640.46,28905.92,31921.53,11,13.33,9.08,27.89
57,70074.61,2673.59,744.34,24276.84,118736.01,34,26.96,25.65,32.31
57,63375.7,1303.33,675.1,69465.77,11651.47,29,21.38,14.41,39.21
68,78078.78,3539.45,704.27,87668.75,163752.63,43,18.61,27.28,43.12
56,47390.34,2019.16,574.92,45476.33,146634.2,38,20.38,16.6,65.07
68,73682.13,2219.49,762.19,72285.03,91786.36,45,23.15,25.53,61.54
23,78979.42,2382.94,776.03,28205.82,207203.25,5,16.37,13.66,58.52
23,58284.43,2479.55,697.03,40002.3,45699.85,4,17.12,23.31,78.9
20,67504.73,2275.24,652.63,54915.26,209052.55,0,21.64,17.78,54.81
24,66875.4,2032.32,685.46,27535.75,236986.4,1,22.26,20.31,65.02
68,45213.55,1694.22,630.26,9114.22,171983.88,42,20.14,17.89,42.88
25,69559.74,1414.61,629.17,59155.31,196584.25,6,11.82,11.8,58.73
59,89204.97,3726.92,831.91,81287.12,237275.82,39,24.8,15.02,43.34
69,60399.67,1824.91,620.37,44836.92,205109.12,43,25.33,19.1,27.28
32,33703.35,1099.29,566.03,3462.63,85303.87,6,20.84,21.34,50.16
64,47629.92,1000.0,563.16,7942.79,185359.88,41,9.34,14.27,59.74
46,27970.27,1000.0,574.75,20274.64,56701.31,26,6.11,3.59,24.27
50,83224.7,2224.14,738.49,25993.12,194454.93,28,20.65,16.18,38.51
69,73753.9,1939.51,765.37,92433.22,93537.32,45,24.75,21.93,52.44
47,50975.35,1959.64,610.29,49114.96,110641.74,23,16.23,16.77,56.42
56,34474.92,1000.0,554.59,11123.77,107581.88,29,12.27,15.51,57.95
44,45000.69,1000.0,638.61,45742.18,201714.67,16,14.05,20.04,61.24
53,48511.01,1548.5,552.14,8652.29,151876.77,28,19.95,20.65,49.95
46,61969.34,2045.02,745.82,46844.27,117035.15,23,14.59,10.19,33.97
55,61363.67,1015.74,624.62,32000.08,244393.92,30,18.54,21.45,60.81
50,84145.78,1058.75,834.2,26500.8,346852.2,31,17.76,22.34,39.22
54,47530.41,2048.0,606.95,16526.31,202358.97,34,10.31,4.32,34.45
44,32852.62,1000.0,534.35,22971.25,72407.59,20,8.45,13.27,66.09
50,39174.39,1662.13,643.76,24269.25,108163.54,23,16.54,23.16,45.23
21,59585.55,1537.73,702.4,38099.61,110936.82,0,2.43,3.46,50.88
39,46883.79,1606.64,665.39,28371.94,84302.97,21,17.08,20.45,62.16
19,54743.85,1023.01,668.76,19701.13,88073.15,0,14.62,11.73,54.14
27,51827.4,2071.22,756.27,24608.02,84146.08,4,19.91,17.46,55.08
22,77824.29,1440.25,672.74,70199.67,321842.99,0,20.79,15.15,74.25
27,49434.62,1254.83,709.58,12944.81,142847.7,3,15.17,18.73,40.4
50,53207.84,1087.26,587.22,58502.25,181398.51,29,9.98,15.82,48.3
55,72911.1,2946.84,793.07,61269.85,97550.72,35,12.22,15.66,51.31
30,49830.33,2048.58,665.36,4945.15,48607.56,10,11.76,16.2,24.08
48,67617.82,1683.75,773.02,37485.48,40889.79,27,21.1,23.39,42.7
64,65966.73,1500.48,738.05,49544.98,177096.98,38,25.44,29.61,35.35
53,62551.79,2394.83,589.8,35722.95,242642.14,27,17.9,14.66,59.96
62,39580.87,1653.84,603.53,24811.74,106117.23,43,11.01,1.0,46.27
41,82135.94,2735.18,690.01,68740.5,157317.2,19,15.79,14.01,48.22
69,99972.31,4340.14,850.0,77274.8,272256.86,45,17.8,15.46,44.06
32,60158.91,1520.1,716.5,56309.03,213227.07,11,21.22,23.96,67.03
46,41165.61,1000.0,630.31,26550.19,56914.49,27,11.82,2.01,46.47
25,60523.85,1118.97,663.01,31815.01,249797.13,0,15.83,17.43,56.19
22,77817.48,2710.21,752.51,30627.31,230772.13,1,24.51,28.87,46.72
46,48926.62,1276.21,603.66,69136.86,172643.33,24,12.06,13.51,58.49
64,57679.81,1021.54,685.7,24207.58,109544.0,36,18.55,20.83,60.41
21,66131.77,1470.83,692.85,64444.31,89335.46,0,21.12,16.24,35.7
29,81654.86,2464.9,708.21,74169.74,230154.94,7,18.48,21.54,46.77
62,73957.63,1223.86,753.17,53364.43,73416.93,40,27.17,23.57,39.76
19,74703.62,1000.0,808.97,30121.15,268116.85,0,25.8,20.22,59.81
44,52327.17,2254.08,592.71,27678.76,165511.82,16,16.55,16.87,51.61
48,67234.54,1523.67,744.22,100323.11,70241.53,28,12.7,18.09,55.24
68,47004.66,1000.0,604.68,26187.67,64653.79,44,10.92,12.09,35.97
68,75219.47,2691.56,751.94,61334.32,274266.07,45,18.59,17.18,46.14
53,80721.95,3305.3,714.39,67323.77,251162.48,34,12.62,13.6,42.08
53,69960.54,2348.99,696.39,34892.73,234705.69,33,18.34,19.19,32.71
43,53386.61,1120.2,651.12,28134.9,121267.86,15,23.78,22.68,39.25
60,56332.91,2322.11,730.26,23425.49,204297.09,40,15.95,17.14,23.94
44,92517.29,2730.58,773.41,75162.09,131228.32,19,19.16,12.31,66.2
22,53687.21,1353.26,645.8,38507.22,16529.81,1,19.63,18.01,39.54
37,78899.9,2576.68,732.97,87959.06,144343.16,17,20.51,25.67,47.98
28,66100.05,2369.93,783.62,35620.83,211722.19,1,10.87,15.5,68.67
27,53985.54,1743.43,687.16,51917.71,130295.37,5,13.12,20.22,44.63
57,35796.32,1545.5,579.92,27076.04,31729.64,36,23.05,23.2,60.91
55,63808.81,2133.38,758.84,7984.48,157181.62,29,18.01,18.7,43.88
23,61639.82,2575.68,693.04,29170.2,192927.9,0,11.13,19.99,54.38
25,92517.62,2966.6,738.72,62617.47,215194.35,0,18.29,15.59,50.31
40,44516.53,1045.66,651.27,51951.9,118358.35,16,5.54,6.39,31.27
64,101305.83,3063.82,797.16,97188.0,246838.25,39,10.84,21.27,67.44
43,66818.59,1027.53,548.26,67599.87,52554.27,21,21.59,24.64,64.0
63,66800.93,1347.54,715.29,23343.93,195244.36,42,16.66,15.25,44.53
60,49324.7,1876.36,599.58,23348.13,58705.68,36,17.53,14.1,36.76
29,65664.71,2268.66,639.72,14638.24,237603.7,11,22.36,15.49,44.15
43,68514.92,1236.74,618.11,24960.19,137528.24,20,18.55,16.39,47.11
30,76871.89,2083.27,736.38,56369.09,254835.21,5,21.35,24.56,42.49
57,42390.2,1000.0,620.53,39991.04,200105.71,33,15.53,5.0,47.3
35,85322.06,3500.53,798.67,35940.99,169880.16,16,24.96,27.95,69.83
42,66505.48,1073.33,663.63,79869.36,134979.54,18,25.52,26.4,47.52
50,70948.12,2434.08,691.19,31756.44,232575.51,27,18.09,12.5,65.76
64,56023.04,1833.82,757.15,7980.68,36500.88,42,16.39,16.77,33.72
57,43293.43,1223.44,541.01,22741.43,2442.17,36,15.93,13.62,60.18
60,61309.04,1334.97,738.64,6660.46,163203.54,42,15.6,11.4,60.55
29,63371.32,1645.45,655.02,17069.06,49798.65,10,14.34,16.49,64.02
61,35062.29,1380.74,745.35,19528.31,1000.0,37,18.75,20.82,53.59
53,74279.14,2814.07,755.33,47740.91,341736.32,26,15.43,19.65,47.32
65,77937.44,2893.58,705.55,31929.69,259568.69,45,15.51,6.92,57.58
21,46866.04,1757.2,577.88,16028.69,166593.84,0,19.18,16.21,56.34
22,41593.46,1000.0,643.2,22269.42,119003.06,0,19.03,21.43,55.6
54,54546.7,1000.0,577.7,61600.49,107917.82,29,27.12,28.84,41.13
25,60430.11,2490.72,712.27,75209.94,239433.17,2,22.14,21.76,43.91
59,55244.92,2232.22,603.02,62907.79,185999.12,37,19.66,24.17,55.05
66,58903.48,2074.03,633.07,56403.16,76627.51,45,20.75,20.5,44.12
45,63986.6,2092.16,565.84,77363.38,225952.88,19,15.66,18.6,58.34
48,35371.16,1000.0,611.97,1897.21,22504.77,30,16.35,12.27,60.78
26,37440.68,1000.0,624.89,50378.89,130089.18,0,16.79,20.39,36.51
68,15000.0,1000.0,546.28,15864.07,68750.52,45,8.79,4.62,34.68
46,76965.81,3304.49,653.39,4436.76,214024.68,28,17.45,12.1,40.67
31,60274.09,1631.41,745.38,12698.1,120234.16,2,20.79,15.71,71.88
57,78861.32,1782.82,729.29,60068.7,86244.04,36,17.79,25.84,46.91
58,39520.72,1000.0,595.08,22617.0,87932.25,37,17.01,15.12,52.29
39,60439.33,1000.0,717.46,88300.36,52673.24,17,20.53,21.61,42.87
28,63866.88,1906.04,671.79,34632.42,282138.73,6,20.64,22.25,54.72
